country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,source,reported_date
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-01-14
Portugal,PT,PRT,10276617,,29,"Epidemic intelligence, national daily data",2020-04-10
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-02-25
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-03-04
Turkey,TR,TUR,82003882,,57,"Epidemic intelligence, national daily data",2020-09-08
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-02-16
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-02-08
Sweden,SE,SWE,10230185,,2,"Epidemic intelligence, national daily data",2020-10-18
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-02-06
Germany,DE,DEU,83019213,,315,"Epidemic intelligence, national daily data",2020-04-16
Netherlands,NL,NLD,17282163,,52,"Epidemic intelligence, national daily data",2020-05-14
Czechia,CZ,CZE,10649800,,35,"Epidemic intelligence, national daily data",2020-10-08
Netherlands,NL,NLD,17282163,,36,"Epidemic intelligence, national daily data",2020-05-07
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-08-12
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-01-03
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-10-12
Hungary,HU,HUN,9772756,,2,"Epidemic intelligence, national daily data",2020-09-13
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-03-28
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-01-22
Serbia,RS,SRB,6963764,,2,"Epidemic intelligence, national daily data",2020-05-11
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-07-05
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-06-15
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-01-06
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-06-21
Portugal,PT,PRT,10276617,,0,"Epidemic intelligence, national daily data",2020-02-15
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-01-30
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-07-11
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-03-14
Greece,EL,GRC,10724599,,4,"Epidemic intelligence, national daily data",2020-06-02
Romania,RO,ROU,19414458,,56,"Epidemic intelligence, national daily data",2020-10-13
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-10-05
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-01-12
Armenia,AM,ARM,2963234,,0,"Epidemic intelligence, national daily data",2020-04-19
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-05-21
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-03-15
Moldova,MD,MDA,4033963,,4,"Epidemic intelligence, national daily data",2020-05-19
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-10-18
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-05-14
Portugal,PT,PRT,10276617,,2,"Epidemic intelligence, national daily data",2020-07-14
Germany,DE,DEU,83019213,,12,"Epidemic intelligence, national daily data",2020-10-06
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-06-01
Denmark,DK,DNK,5806081,,3,"Epidemic intelligence, national daily data",2020-10-25
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-02-15
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-09-14
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-02-01
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-09-27
United Kingdom,UK,GBR,66647112,,84,"Epidemic intelligence, national daily data",2020-06-20
Germany,DE,DEU,83019213,,8,"Epidemic intelligence, national daily data",2020-08-07
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-09-01
Ireland,IE,IRL,4904240,,14,"Epidemic intelligence, national daily data",2020-04-02
Bulgaria,BG,BGR,7000039,,4,"Epidemic intelligence, national daily data",2020-07-18
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-09-13
United Kingdom,UK,GBR,66647112,,26,"Epidemic intelligence, national daily data",2020-07-18
Belgium,BE,BEL,11455519,,203,"Epidemic intelligence, national daily data",2020-04-22
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-01-06
Germany,DE,DEU,83019213,,147,"Epidemic intelligence, national daily data",2020-05-08
Poland,PL,POL,37972812,,6,"Epidemic intelligence, national daily data",2020-09-01
Croatia,HR,HRV,4076246,,3,"Epidemic intelligence, national daily data",2020-09-28
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-09-10
Sweden,SE,SWE,10230185,,30,"Epidemic intelligence, national daily data",2020-06-16
Armenia,AM,ARM,2963234,,2,"Epidemic intelligence, national daily data",2020-08-07
Croatia,HR,HRV,4076246,,3,"Epidemic intelligence, national daily data",2020-04-19
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-08-04
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-05-22
North Macedonia,MK,MKD,2077132,,9,"Epidemic intelligence, national daily data",2020-06-23
Italy,IT,ITA,60359546,,179,"Epidemic intelligence, national daily data",2020-05-12
Italy,IT,ITA,60359546,,6,"Epidemic intelligence, national daily data",2020-08-21
Turkey,TR,TUR,82003882,,67,"Epidemic intelligence, national daily data",2020-10-02
Spain,ES,ESP,46937060,,156,"Epidemic intelligence, national daily data",2020-10-21
Azerbaijan,AZ,AZE,10139175,,3,"Epidemic intelligence, national daily data",2020-09-08
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-09-07
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-02-29
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-02-19
United Kingdom,UK,GBR,66647112,,70,"Epidemic intelligence, national daily data",2020-10-08
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-02-24
Ireland,IE,IRL,4904240,,8,"Epidemic intelligence, national daily data",2020-06-03
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-01-13
Moldova,MD,MDA,4033963,,4,"Epidemic intelligence, national daily data",2020-04-30
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-02-29
Denmark,DK,DNK,5806081,,1,"Epidemic intelligence, national daily data",2020-09-08
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-02-13
Ukraine,UA,UKR,43733759,,27,"Epidemic intelligence, national daily data",2020-08-24
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-08-17
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-06-15
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-03-09
United Kingdom,UK,GBR,66647112,,65,"Epidemic intelligence, national daily data",2020-10-12
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-02-27
Croatia,HR,HRV,4076246,,1,"Epidemic intelligence, national daily data",2020-05-10
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-03-31
Ukraine,UA,UKR,43733759,,14,"Epidemic intelligence, national daily data",2020-07-15
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-05-10
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-01-19
Poland,PL,POL,37972812,,0,"Epidemic intelligence, national daily data",2020-02-26
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-10-05
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-04-18
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-07-29
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-08-18
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-01-31
Ukraine,UA,UKR,43733759,,15,"Epidemic intelligence, national daily data",2020-07-14
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-04-17
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-08-15
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-02-29
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-07-17
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-01-19
Moldova,MD,MDA,4033963,,10,"Epidemic intelligence, national daily data",2020-05-17
Germany,DE,DEU,83019213,,0,"Epidemic intelligence, national daily data",2020-02-25
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-03-27
Bulgaria,BG,BGR,7000039,,2,"Epidemic intelligence, national daily data",2020-05-18
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-02-18
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-01-05
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-02-21
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-02-23
Lithuania,LT,LTU,2794184,,1,"Epidemic intelligence, national daily data",2020-03-21
Romania,RO,ROU,19414458,,51,"Epidemic intelligence, national daily data",2020-09-16
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-09-25
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-09-12
Switzerland,CH,CHE,8544527,,6,"Epidemic intelligence, national daily data",2020-05-10
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-09-02
United Kingdom,UK,GBR,66647112,,8,"Epidemic intelligence, national daily data",2020-09-10
Albania,AL,ALB,2862427,,1,"Epidemic intelligence, national daily data",2020-10-03
Portugal,PT,PRT,10276617,,3,"Epidemic intelligence, national daily data",2020-09-11
Serbia,RS,SRB,6963764,,3,"Epidemic intelligence, national daily data",2020-08-24
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-03-20
Malta,MT,MLT,493559,,1,"Epidemic intelligence, national daily data",2020-05-06
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-03-04
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-07-07
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-08-10
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-01-07
Italy,IT,ITA,60359546,,39,"Epidemic intelligence, national daily data",2020-10-13
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-07-20
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-04-26
Hungary,HU,HUN,9772756,,17,"Epidemic intelligence, national daily data",2020-10-02
United Kingdom,UK,GBR,66647112,,258,"Epidemic intelligence, national daily data",2020-06-06
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-05-26
Italy,IT,ITA,60359546,,28,"Epidemic intelligence, national daily data",2020-03-04
Portugal,PT,PRT,10276617,,3,"Epidemic intelligence, national daily data",2020-06-29
Slovenia,SI,SVN,2080908,,2,"Epidemic intelligence, national daily data",2020-04-07
Spain,ES,ESP,46937060,,3,"Epidemic intelligence, national daily data",2020-07-06
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-01-21
Moldova,MD,MDA,4033963,,14,"Epidemic intelligence, national daily data",2020-09-16
Romania,RO,ROU,19414458,,36,"Epidemic intelligence, national daily data",2020-08-02
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-03-15
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-02-24
Luxembourg,LU,LUX,613894,,1,"Epidemic intelligence, national daily data",2020-10-02
Austria,AT,AUT,8858775,,2,"Epidemic intelligence, national daily data",2020-05-27
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-03-20
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-04-22
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-09-03
France,FR,FRA,67012883,,0,"Epidemic intelligence, national daily data",2020-02-07
France,FR,FRA,67012883,,541,"Epidemic intelligence, national daily data",2020-04-09
Netherlands,NL,NLD,17282163,,6,"Epidemic intelligence, national daily data",2020-09-02
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-02-14
Romania,RO,ROU,19414458,,22,"Epidemic intelligence, national daily data",2020-07-27
Albania,AL,ALB,2862427,,1,"Epidemic intelligence, national daily data",2020-06-12
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-07-18
Austria,AT,AUT,8858775,,1,"Epidemic intelligence, national daily data",2020-06-13
Italy,IT,ITA,60359546,,0,"Epidemic intelligence, national daily data",2020-01-03
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-01-25
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-01-16
Slovenia,SI,SVN,2080908,,2,"Epidemic intelligence, national daily data",2020-09-30
Azerbaijan,AZ,AZE,10139175,,2,"Epidemic intelligence, national daily data",2020-05-07
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-02-03
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-01-11
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-01-04
Germany,DE,DEU,83019213,,1,"Epidemic intelligence, national daily data",2020-07-19
Poland,PL,POL,37972812,,5,"Epidemic intelligence, national daily data",2020-08-25
Czechia,CZ,CZE,10649800,,2,"Epidemic intelligence, national daily data",2020-06-05
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-07-07
Belarus,BY,BLR,9449321,,6,"Epidemic intelligence, national daily data",2020-09-17
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-03-14
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-01-31
Kosovo,,,1798506,,1,"Epidemic intelligence, national daily data",2020-06-17
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-06-09
Portugal,PT,PRT,10276617,,8,"Epidemic intelligence, national daily data",2020-09-27
Portugal,PT,PRT,10276617,,13,"Epidemic intelligence, national daily data",2020-09-21
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-02-15
Italy,IT,ITA,60359546,,22,"Epidemic intelligence, national daily data",2020-06-29
Romania,RO,ROU,19414458,,34,"Epidemic intelligence, national daily data",2020-08-03
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-02-17
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-03-29
Estonia,EE,EST,1324820,,1,"Epidemic intelligence, national daily data",2020-03-26
Netherlands,NL,NLD,17282163,,2,"Epidemic intelligence, national daily data",2020-09-22
Bulgaria,BG,BGR,7000039,,4,"Epidemic intelligence, national daily data",2020-07-17
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-01-11
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-07-28
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-10-13
Sweden,SE,SWE,10230185,,2,"Epidemic intelligence, national daily data",2020-10-21
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-03-30
United Kingdom,UK,GBR,66647112,,12,"Epidemic intelligence, national daily data",2020-08-08
Czechia,CZ,CZE,10649800,,1,"Epidemic intelligence, national daily data",2020-07-24
Austria,AT,AUT,8858775,,2,"Epidemic intelligence, national daily data",2020-05-23
Portugal,PT,PRT,10276617,,28,"Epidemic intelligence, national daily data",2020-04-18
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-05-02
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-03-09
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-03-12
France,FR,FRA,67012883,,0,"Epidemic intelligence, national daily data",2020-03-01
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-03-21
Turkey,TR,TUR,82003882,,62,"Epidemic intelligence, national daily data",2020-10-14
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-04-21
Germany,DE,DEU,83019213,,49,"Epidemic intelligence, national daily data",2020-10-23
Turkey,TR,TUR,82003882,,53,"Epidemic intelligence, national daily data",2020-09-07
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-10-19
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-01-25
Moldova,MD,MDA,4033963,,11,"Epidemic intelligence, national daily data",2020-07-09
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-01-18
Ukraine,UA,UKR,43733759,,11,"Epidemic intelligence, national daily data",2020-05-02
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-02-10
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-08-25
Slovenia,SI,SVN,2080908,,1,"Epidemic intelligence, national daily data",2020-05-28
